id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
Q8ddQeZJg1Q4_g9DuOJGsw,mellower-coffee-singapore-188967,Mellower Coffee,https://s3-media4.fl.yelpcdn.com/bphoto/1xKeXFUccK-AZ2A4VAAteQ/o.jpg,False,https://www.yelp.com/biz/mellower-coffee-singapore-188967?adjust_creative=gU9u86SMGI4_86C06B3E_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU9u86SMGI4_86C06B3E_w,9,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 1.29885205596739, 'longitude': 103.853996805847}",[],$$,"{'address1': '108 Middle Rd', 'address2': '01-01', 'address3': 'The Prospex', 'city': 'Singapore 188967', 'zip_code': '188967', 'country': 'SG', 'state': 'SG', 'display_address': ['108 Middle Rd', '01-01', 'The Prospex', 'Singapore 188967 188967', 'Singapore']}",,,1788.12853642901
3Pv4HG6dH8mRPzf2Cegj5w,apartment-coffee-singapore,Apartment Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/hI3fndsCDMo6K3BQgd9obw/o.jpg,False,https://www.yelp.com/biz/apartment-coffee-singapore?adjust_creative=gU9u86SMGI4_86C06B3E_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU9u86SMGI4_86C06B3E_w,1,"[{'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}]",5.0,"{'latitude': 1.31262832655371, 'longitude': 103.861088901758}",[],,"{'address1': '161 Lavender St', 'address2': '#01-12', 'address3': None, 'city': 'Singapore', 'zip_code': '338750', 'country': 'SG', 'state': 'SG', 'display_address': ['161 Lavender St', '#01-12', 'Singapore 338750', 'Singapore']}",,,1359.254691300408
MbETVtHRXdEQwA3zKn6Rig,brunches-cafe-singapore-3,Brunches Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/uNNeG6sloecTHgi7KnSHAQ/o.jpg,False,https://www.yelp.com/biz/brunches-cafe-singapore-3?adjust_creative=gU9u86SMGI4_86C06B3E_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU9u86SMGI4_86C06B3E_w,24,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 1.314428, 'longitude': 103.853973}",[],$$,"{'address1': '96 Rangoon Rd', 'address2': '', 'address3': '', 'city': 'Singapore', 'zip_code': '218375', 'country': 'SG', 'state': 'SG', 'display_address': ['96 Rangoon Rd', 'Singapore 218375', 'Singapore']}",6586858488.0,+65 8685 8488,559.0589934154696
e8ocTW9WU2zduOSzGqXOAg,bearded-bella-singapore,Bearded Bella,https://s3-media3.fl.yelpcdn.com/bphoto/FajIl0uDl6G5FO0uDKDoYQ/o.jpg,False,https://www.yelp.com/biz/bearded-bella-singapore?adjust_creative=gU9u86SMGI4_86C06B3E_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU9u86SMGI4_86C06B3E_w,1,"[{'alias': 'cafes', 'title': 'Cafes'}]",4.0,"{'latitude': 1.27757950678699, 'longitude': 103.842844143515}",[],,"{'address1': '8 Craig Rd', 'address2': '', 'address3': None, 'city': 'Singapore', 'zip_code': '089668', 'country': 'SG', 'state': 'SG', 'display_address': ['8 Craig Rd', 'Singapore 089668', 'Singapore']}",6598800775.0,+65 9880 0775,4119.713745905326
WmJfRW39Nw4zausz4iQpRA,coffee-smith-singapore,Coffee Smith,https://s3-media1.fl.yelpcdn.com/bphoto/2tc6mS4_cdTu2Geesj7_WA/o.jpg,False,https://www.yelp.com/biz/coffee-smith-singapore?adjust_creative=gU9u86SMGI4_86C06B3E_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU9u86SMGI4_86C06B3E_w,2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'waffles', 'title': 'Waffles'}]",4.0,"{'latitude': 1.30049685455862, 'longitude': 103.839501984304}",[],,"{'address1': '277 Orchard Rd', 'address2': '#01-09/09A', 'address3': None, 'city': 'Singapore', 'zip_code': '238858', 'country': 'SG', 'state': 'SG', 'display_address': ['277 Orchard Rd', '#01-09/09A', 'Singapore 238858', 'Singapore']}",6563854979.0,+65 6385 4979,1843.7174755919766
q32QocDgQx2KN53HnuTvOA,boyles-coffee-x-cold-brew-bar-singapore,Boyle's Coffee x Cold Brew Bar,https://s3-media3.fl.yelpcdn.com/bphoto/MCGbLNVPrmG5_U3sdVB_5w/o.jpg,False,https://www.yelp.com/biz/boyles-coffee-x-cold-brew-bar-singapore?adjust_creative=gU9u86SMGI4_86C06B3E_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU9u86SMGI4_86C06B3E_w,1,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",5.0,"{'latitude': 1.29605, 'longitude': 103.85865}",[],,"{'address1': '3 Temasek Boulevard', 'address2': '#B1-106', 'address3': '', 'city': 'Singapore', 'zip_code': '038984', 'country': 'SG', 'state': 'SG', 'display_address': ['3 Temasek Boulevard', '#B1-106', 'Singapore 038984', 'Singapore']}",6563867875.0,+65 6386 7875,2450.449777712243
cmBBfYPOWpucUVUwnWeZQQ,the-clueless-goat-singapore,The Clueless Goat,https://s3-media1.fl.yelpcdn.com/bphoto/FczayQ64FZWBcY7sBmzccg/o.jpg,False,https://www.yelp.com/biz/the-clueless-goat-singapore?adjust_creative=gU9u86SMGI4_86C06B3E_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU9u86SMGI4_86C06B3E_w,14,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 1.31866539293884, 'longitude': 103.843580782413}",[],$,"{'address1': '189 Thomson Rd', 'address2': '', 'address3': '', 'city': 'Singapore', 'zip_code': '307631', 'country': 'SG', 'state': 'SG', 'display_address': ['189 Thomson Rd', 'Singapore 307631', 'Singapore']}",6582830885.0,+65 8283 0885,782.2395585889071
nGbwB5reGITd70LJksW-7w,nanyang-old-coffee-singapore,Nanyang Old Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/QU_rFfwhsbFIZb1KjBFyTQ/o.jpg,False,https://www.yelp.com/biz/nanyang-old-coffee-singapore?adjust_creative=gU9u86SMGI4_86C06B3E_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU9u86SMGI4_86C06B3E_w,28,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,"{'latitude': 1.28189, 'longitude': 103.8448105}",[],$,"{'address1': '268 South Bridge Road', 'address2': '', 'address3': '', 'city': 'Singapore', 'zip_code': '058817', 'country': 'SG', 'state': 'SG', 'display_address': ['268 South Bridge Road', 'Singapore 058817', 'Singapore']}",6561003450.0,+65 6100 3450,3617.070735182326
voQKQyW1fSUNBJ4haS8kbA,jewel-coffee-singapore-3,Jewel Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/vw3hdK9xqeFsLfibd7u7Zw/o.jpg,False,https://www.yelp.com/biz/jewel-coffee-singapore-3?adjust_creative=gU9u86SMGI4_86C06B3E_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU9u86SMGI4_86C06B3E_w,10,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 1.30727573941628, 'longitude': 103.828861865088}",[],$$,"{'address1': '442 Orchard Rd', 'address2': '#01-01', 'address3': '', 'city': 'Singapore', 'zip_code': '238879', 'country': 'SG', 'state': 'SG', 'display_address': ['442 Orchard Rd', '#01-01', 'Singapore 238879', 'Singapore']}",6562353945.0,+65 6235 3945,2359.651552642449
TWlz0A3bvUg3_4RB-e576w,d-good-cafe-singapore-3,D'Good Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/1ReXzXpjvkcfBzHmqVwjug/o.jpg,False,https://www.yelp.com/biz/d-good-cafe-singapore-3?adjust_creative=gU9u86SMGI4_86C06B3E_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU9u86SMGI4_86C06B3E_w,5,"[{'alias': 'cafes', 'title': 'Cafes'}]",4.0,"{'latitude': 1.30282103742712, 'longitude': 103.834508210421}",[],,"{'address1': '391 Orchard Rd', 'address2': '#B1-56 Takashimaya S C Ngee Ann City', 'address3': None, 'city': 'Singapore', 'zip_code': '238872', 'country': 'SG', 'state': 'SG', 'display_address': ['391 Orchard Rd', '#B1-56 Takashimaya S C Ngee Ann City', 'Singapore 238872', 'Singapore']}",6566941411.0,+65 6694 1411,2039.0391894607387
pcgXm0oZvybY_JK547k0-Q,tiong-bahru-bakery-singapore-3,Tiong Bahru Bakery,https://s3-media2.fl.yelpcdn.com/bphoto/iWRvzqeYLrWZHCVAIgyShw/o.jpg,False,https://www.yelp.com/biz/tiong-bahru-bakery-singapore-3?adjust_creative=gU9u86SMGI4_86C06B3E_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU9u86SMGI4_86C06B3E_w,19,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.0,"{'latitude': 1.304629, 'longitude': 103.833353}",[],$,"{'address1': '310 Orchard Rd', 'address2': '#01-16B', 'address3': '', 'city': 'Singapore', 'zip_code': '238864', 'country': 'SG', 'state': 'SG', 'display_address': ['310 Orchard Rd', '#01-16B', 'Singapore 238864', 'Singapore']}",6567353787.0,+65 6735 3787,2030.2127760034198
YkfNiIIBDQZlov7hDRJDdA,fabcafe-singapore,FabCafe,https://s3-media3.fl.yelpcdn.com/bphoto/-pPpG2sg98QmwBkDRsZ0Ag/o.jpg,False,https://www.yelp.com/biz/fabcafe-singapore?adjust_creative=gU9u86SMGI4_86C06B3E_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU9u86SMGI4_86C06B3E_w,1,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 1.28629893488373, 'longitude': 103.85928987181}",[],,"{'address1': '6 Bayfront Ave', 'address2': 'ArtScience Museum', 'address3': None, 'city': 'Singapore', 'zip_code': '018974', 'country': 'SG', 'state': 'SG', 'display_address': ['6 Bayfront Ave', 'ArtScience Museum', 'Singapore 018974', 'Singapore']}",6566887023.0,+65 6688 7023,3300.298474566532
iyDqgTt373VERoXjQNXuHg,atlas-coffeehouse-singapore,Atlas Coffeehouse,https://s3-media4.fl.yelpcdn.com/bphoto/RXjdcqDM273hBjG5wK4nBA/o.jpg,False,https://www.yelp.com/biz/atlas-coffeehouse-singapore?adjust_creative=gU9u86SMGI4_86C06B3E_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU9u86SMGI4_86C06B3E_w,18,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 1.3229, 'longitude': 103.812}",[],$$,"{'address1': ""6 Duke's Rd"", 'address2': '', 'address3': '', 'city': 'Singapore', 'zip_code': '268886', 'country': 'SG', 'state': 'SG', 'display_address': [""6 Duke's Rd"", 'Singapore 268886', 'Singapore']}",6563142674.0,+65 6314 2674,4223.896098305943
Wly5sdR4JykQisjqgSWI_g,candour-coffee-singapore,Candour Coffee,https://s3-media3.fl.yelpcdn.com/bphoto/Vjgaow_iK5vAisXJyT2RqQ/o.jpg,False,https://www.yelp.com/biz/candour-coffee-singapore?adjust_creative=gU9u86SMGI4_86C06B3E_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU9u86SMGI4_86C06B3E_w,3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",5.0,"{'latitude': 1.278156, 'longitude': 103.843051}",[],$,"{'address1': '72 Duxton Rd', 'address2': None, 'address3': '', 'city': 'Singapore', 'zip_code': '089531', 'country': 'SG', 'state': 'SG', 'display_address': ['72 Duxton Rd', 'Singapore 089531', 'Singapore']}",6594570070.0,+65 9457 0070,4052.715023079225
_pF3At8_bFVt42-qw8wc2w,free-the-robot-singapore,Free the Robot,https://s3-media4.fl.yelpcdn.com/bphoto/O8MAcX7b97lZAcOw0fIMEQ/o.jpg,False,https://www.yelp.com/biz/free-the-robot-singapore?adjust_creative=gU9u86SMGI4_86C06B3E_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU9u86SMGI4_86C06B3E_w,21,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 1.28197250271169, 'longitude': 103.848170042038}",[],$,"{'address1': '118 Telok Ayer', 'address2': '', 'address3': '', 'city': 'Singapore', 'zip_code': '068587', 'country': 'SG', 'state': 'SG', 'display_address': ['118 Telok Ayer', 'Singapore 068587', 'Singapore']}",6564381836.0,+65 6438 1836,3575.9336012735826
N8KDtnIu6x0uQ-JogBNeAg,one-man-coffee-singapore,One Man Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/GJ1vZD3pK95gM8pgN01q4g/o.jpg,False,https://www.yelp.com/biz/one-man-coffee-singapore?adjust_creative=gU9u86SMGI4_86C06B3E_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU9u86SMGI4_86C06B3E_w,16,"[{'alias': 'cafes', 'title': 'Cafes'}]",4.0,"{'latitude': 1.35263, 'longitude': 103.83475}",[],$,"{'address1': '215R Upper Thompson Road', 'address2': '', 'address3': '', 'city': 'Singapore', 'zip_code': '574349', 'country': 'SG', 'state': 'SG', 'display_address': ['215R Upper Thompson Road', 'Singapore 574349', 'Singapore']}",6564561555.0,+65 6456 1555,4518.611131175964
NmmHhQXTAFuaRPBPwCth_w,zeppelin-and-co-singapore,Zeppelin & Co,https://s3-media2.fl.yelpcdn.com/bphoto/TXs5UXEACgFdJqvDqeDf9A/o.jpg,False,https://www.yelp.com/biz/zeppelin-and-co-singapore?adjust_creative=gU9u86SMGI4_86C06B3E_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU9u86SMGI4_86C06B3E_w,2,"[{'alias': 'hifi', 'title': 'High Fidelity Audio Equipment'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",5.0,"{'latitude': 1.30302, 'longitude': 103.85304}",[],,"{'address1': '1 Rochor Canal Rd', 'address2': '#02-78', 'address3': None, 'city': 'Singapore', 'zip_code': '188504', 'country': 'SG', 'state': 'SG', 'display_address': ['1 Rochor Canal Rd', '#02-78', 'Singapore 188504', 'Singapore']}",6563395373.0,+65 6339 5373,1308.485268437312
B_ucLBe5YSqcWlRiNi1DTA,the-coffee-shot-singapore,The Coffee Shot,https://s3-media2.fl.yelpcdn.com/bphoto/K1kxJjlyzvCwjxrO1HJFPw/o.jpg,False,https://www.yelp.com/biz/the-coffee-shot-singapore?adjust_creative=gU9u86SMGI4_86C06B3E_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU9u86SMGI4_86C06B3E_w,2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.0,"{'latitude': 1.31137897583866, 'longitude': 103.861936820836}",[],$$,"{'address1': '103 Lavender Street', 'address2': '', 'address3': '', 'city': 'Singapore', 'zip_code': '338725', 'country': 'SG', 'state': 'SG', 'display_address': ['103 Lavender Street', 'Singapore 338725', 'Singapore']}",,,1475.2064377447812
v4bAomNGSE-iIxxkDgZNnQ,chye-seng-huat-hardware-singapore,Chye Seng Huat Hardware,https://s3-media2.fl.yelpcdn.com/bphoto/VcpmDF6a2AXXaIi2MsU5mQ/o.jpg,False,https://www.yelp.com/biz/chye-seng-huat-hardware-singapore?adjust_creative=gU9u86SMGI4_86C06B3E_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU9u86SMGI4_86C06B3E_w,61,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.5,"{'latitude': 1.311494049613, 'longitude': 103.860282227397}",[],$$,"{'address1': '150 Tyrwhitt Rd', 'address2': '', 'address3': '', 'city': 'Singapore', 'zip_code': '207563', 'country': 'SG', 'state': 'SG', 'display_address': ['150 Tyrwhitt Rd', 'Singapore 207563', 'Singapore']}",6563960609.0,+65 6396 0609,1292.8533675466906
1vRMPltK1til_P95nn_h1g,common-man-stan-singapore,Common Man Stan,https://s3-media3.fl.yelpcdn.com/bphoto/1A-n92E3yl_52vPf7X0xbg/o.jpg,False,https://www.yelp.com/biz/common-man-stan-singapore?adjust_creative=gU9u86SMGI4_86C06B3E_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU9u86SMGI4_86C06B3E_w,6,"[{'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}]",4.0,"{'latitude': 1.28019, 'longitude': 103.84782}",[],,"{'address1': '11 - 12 Stanley St', 'address2': '', 'address3': None, 'city': 'Singapore', 'zip_code': '068731', 'country': 'SG', 'state': 'SG', 'display_address': ['11 - 12 Stanley St', 'Singapore 068731', 'Singapore']}",6568774855.0,+65 6877 4855,3761.6922297559777
lq78g8vUHCkBIdEmgQwCqg,dutch-colony-coffee-singapore-2,Dutch Colony Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/u5XhcK_S3mFmCnMGET4Jnw/o.jpg,False,https://www.yelp.com/biz/dutch-colony-coffee-singapore-2?adjust_creative=gU9u86SMGI4_86C06B3E_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU9u86SMGI4_86C06B3E_w,7,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 1.29217, 'longitude': 103.84267}",[],$,"{'address1': '81 Clemenceau Ave', 'address2': '#01-21', 'address3': None, 'city': 'Singapore', 'zip_code': '239917', 'country': 'SG', 'state': 'SG', 'display_address': ['81 Clemenceau Ave', '#01-21', 'Singapore 239917', 'Singapore']}",6569044522.0,+65 6904 4522,2545.4451402570858
